Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MatchesPlayed;Starts;MinPlayed;90sPlayed;Goals;Assists;Goals+Assists;Goals-PenaltyGoals;PenaltyGoals;PenaltyAttempts;YellowCards;RedCards;ExpectedGoals;NonPenaltyExpectedGoals;ExpectedAssists;NonPenaltyExpectedGoals+ExpectedAssists;ProgressiveCarries;ProgressivePasses;ProgressivePassesReceived;Goals/90;Assists/90;Goals+Assist/90;Goals-PenaltyGoals/90;Goals+Assists-PenaltyGoals/90;ExpectedGoals/90;ExpectedAssists/90;ExpectedGoals+ExpectedAssists/90;NonPenaltyExpectedGoals/90;NonPenaltyExpectedGoals+ExpectedAssists/90
573;Jeppe Corfitzen;dk DEN;FW;Lecce;it Serie A;18;2004;1;0;9;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
576;Giacomo Corona;it ITA;FW;Empoli;it Serie A;19;2004;1;0;5;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
593;Mamadou Coulibaly;fr FRA;MF;Monaco;fr Ligue 1;19;2004;5;1;118;1.3;0;0;0;0;0;0;0;0;0.2;0.2;0.1;0.2;2;5;7;0.00;0.00;0.00;0.00;0.00;0.13;0.04;0.18;0.13;0.18
636;Raimane Daou;km COM;DF,MF;Marseille;fr Ligue 1;18;2004;1;0;25;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
667;Alessandro Dellavalle;it ITA;DF;Torino;it Serie A;19;2004;1;0;15;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
699;Habib Diarra;sn SEN;MF,FW;Strasbourg;fr Ligue 1;19;2004;31;28;2,305;25.6;3;1;4;2;1;1;3;0;3.4;2.7;1.3;3.9;59;107;88;0.12;0.04;0.16;0.08;0.12;0.13;0.05;0.18;0.10;0.15
709;Justin Diehl;de GER;FW,MF;Köln;de Bundesliga;18;2004;7;1;168;1.9;0;0;0;0;0;0;0;0;0.2;0.2;0.2;0.4;6;2;17;0.00;0.00;0.00;0.00;0.00;0.12;0.10;0.23;0.12;0.23
721;Edan Diop;fr FRA;MF,DF;Monaco;fr Ligue 1;18;2004;10;0;163;1.8;0;0;0;0;0;0;3;0;0.0;0.0;0.0;0.0;4;7;11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
728;Chaim El Djebali;tn TUN;MF;Lyon;fr Ligue 1;19;2004;1;0;12;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
745;Mario Dominguez;es ESP;FW;Valencia;es La Liga;19;2004;3;0;25;0.3;0;0;0;0;0;0;0;0;0.2;0.2;0.0;0.2;0;1;1;0.00;0.00;0.00;0.00;0.00;0.59;0.00;0.59;0.59;0.59
751;Patrick Dorgu;dk DEN;DF,MF;Lecce;it Serie A;18;2004;32;17;1,564;17.4;2;0;2;2;0;0;6;0;2.0;2.0;1.6;3.6;37;49;86;0.12;0.00;0.12;0.12;0.12;0.11;0.09;0.21;0.11;0.21
767;Damion Downs;us USA;FW,MF;Köln;de Bundesliga;19;2004;10;0;181;2.0;2;0;2;2;0;0;0;0;1.0;1.0;0.0;1.0;1;0;5;0.99;0.00;0.99;0.99;0.99;0.51;0.00;0.51;0.51;0.51
788;George Earthy;eng ENG;FW;West Ham;eng Premier League;18;2004;3;0;34;0.4;1;0;1;1;0;0;0;0;0.3;0.3;0.0;0.3;0;1;3;2.65;0.00;2.65;2.65;2.65;0.82;0.00;0.82;0.82;0.82
789;Simon Ebonog;cm CMR;MF;Le Havre;fr Ligue 1;18;2004;4;0;20;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
818;Julio Enciso;py PAR;MF,FW;Brighton;eng Premier League;19;2004;12;5;475;5.3;0;2;2;0;0;0;2;0;1.4;1.4;1.7;3.2;28;21;29;0.00;0.38;0.38;0.00;0.38;0.27;0.32;0.59;0.27;0.59
849;Khalil Fayad;fr FRA;FW,MF;Montpellier;fr Ligue 1;19;2004;23;11;1,025;11.4;3;0;3;3;0;0;2;0;1.9;1.9;0.5;2.4;18;35;47;0.26;0.00;0.26;0.26;0.26;0.17;0.04;0.21;0.17;0.21
858;Evan Ferguson;ie IRL;FW;Brighton;eng Premier League;18;2004;27;15;1,367;15.2;6;0;6;6;0;0;1;0;4.6;4.6;0.5;5.1;13;15;62;0.40;0.00;0.40;0.40;0.40;0.30;0.04;0.34;0.30;0.34
875;Nacho Ferri;es ESP;FW,MF;Eint Frankfurt;de Bundesliga;18;2004;8;0;74;0.8;1;0;1;1;0;0;0;0;1.2;1.2;0.0;1.2;0;2;8;1.22;0.00;1.22;1.22;1.22;1.43;0.05;1.48;1.43;1.48
878;Max Finkgräfe;de GER;DF,FW;Köln;de Bundesliga;19;2004;24;18;1,756;19.5;1;0;1;1;0;0;4;0;1.0;1.0;1.6;2.6;51;53;59;0.05;0.00;0.05;0.05;0.05;0.05;0.08;0.13;0.05;0.13
895;Omari Forson;eng ENG;FW;Manchester Utd;eng Premier League;19;2004;4;1;70;0.8;0;1;1;0;0;0;0;0;0.0;0.0;0.2;0.2;1;2;2;0.00;1.29;1.29;0.00;1.29;0.04;0.23;0.27;0.04;0.27
901;Matheus França;br BRA;MF,FW;Crystal Palace;eng Premier League;19;2004;10;1;232;2.6;0;1;1;0;0;0;1;0;0.4;0.4;0.9;1.2;12;8;12;0.00;0.39;0.39;0.00;0.39;0.14;0.34;0.48;0.14;0.48
913;Shiō Fukuda;jp JPN;FW,MF;Gladbach;de Bundesliga;19;2004;5;0;36;0.4;0;0;0;0;0;0;0;0;0.2;0.2;0.0;0.2;0;0;2;0.00;0.00;0.00;0.00;0.00;0.40;0.07;0.47;0.40;0.47
942;Gonzalo García;es ESP;FW,MF;Real Madrid;es La Liga;19;2004;2;0;19;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;3;0.00;0.00;0.00;0.00;0.00;0.16;0.00;0.16;0.16;0.16
943;Jastin García;es ESP;FW;Girona;es La Liga;19;2004;3;0;32;0.4;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;2;2;8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
949;Alejandro Garnacho;ar ARG;FW;Manchester Utd;eng Premier League;19;2004;36;30;2,565;28.5;7;4;11;7;0;0;4;0;8.4;8.3;5.1;13.4;178;62;281;0.25;0.14;0.39;0.25;0.39;0.29;0.18;0.47;0.29;0.47
956;Gavi;es ESP;MF,FW;Barcelona;es La Liga;18;2004;12;10;944;10.5;1;1;2;1;0;0;5;0;0.9;0.9;1.1;2.0;26;39;38;0.10;0.10;0.19;0.10;0.19;0.09;0.10;0.19;0.09;0.19
979;Gvidas Gineitis;lt LTU;MF;Torino;it Serie A;19;2004;14;4;538;6.0;0;0;0;0;0;0;2;0;0.4;0.4;0.5;0.9;9;25;12;0.00;0.00;0.00;0.00;0.00;0.07;0.08;0.15;0.07;0.15
982;Jamie Gittens;eng ENG;FW,MF;Dortmund;de Bundesliga;18;2004;25;14;1,058;11.8;1;4;5;1;0;0;1;0;2.2;2.2;2.8;5.0;64;26;105;0.09;0.34;0.43;0.09;0.43;0.19;0.24;0.43;0.19;0.43
1006;Iñaki González;es ESP;MF;Las Palmas;es La Liga;19;2004;1;0;5;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1012;Kaide Gordon;eng ENG;FW;Liverpool;eng Premier League;18;2004;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1013;Daniel Gore;eng ENG;MF;Manchester Utd;eng Premier League;18;2004;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1040;Brajan Gruda;de GER;MF,FW;Mainz 05;de Bundesliga;19;2004;28;19;1,641;18.2;4;3;7;4;0;0;5;0;3.5;3.5;4.1;7.6;100;71;167;0.22;0.16;0.38;0.22;0.38;0.19;0.23;0.42;0.19;0.42
1054;Axel Guessand;fr FRA;DF;Udinese;it Serie A;18;2004;1;0;45;0.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;1;1;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02
1084;Antwoine Hackford;eng ENG;FW;Sheffield Utd;eng Premier League;19;2004;2;0;13;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1092;Lewis Hall;eng ENG;DF;Newcastle Utd;eng Premier League;18;2004;18;8;781;8.7;1;0;1;1;0;0;2;0;0.3;0.3;0.3;0.6;19;46;27;0.12;0.00;0.12;0.12;0.12;0.04;0.03;0.07;0.04;0.07
1096;Isak Hansen-Aarøen;no NOR;MF;Werder Bremen;de Bundesliga;18;2004;3;0;27;0.3;0;0;0;0;0;0;1;0;0.0;0.0;0.1;0.1;2;2;3;0.00;0.00;0.00;0.00;0.00;0.00;0.22;0.22;0.00;0.22
1185;Joel Imasuen;us USA;FW;Werder Bremen;de Bundesliga;18;2004;1;0;2;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1224;Salim El Jebari;ma MAR;MF;Atlético Madrid;es La Liga;19;2004;1;0;13;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1275;Yaya Kader Fofana;ml MLI;MF,DF;Reims;fr Ligue 1;19;2004;4;0;32;0.4;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;1;3;1;0.00;0.00;0.00;0.00;0.00;0.23;0.00;0.23;0.23;0.23
1279;Kaiky;br BRA;DF;Almería;es La Liga;19;2004;8;5;523;5.8;1;0;1;1;0;0;2;0;0.2;0.2;0.0;0.3;4;24;1;0.17;0.00;0.17;0.17;0.17;0.04;0.00;0.04;0.04;0.04
1291;Willy Kambwala;fr FRA;DF;Manchester Utd;eng Premier League;18;2004;8;3;330;3.7;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;2;8;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1300;Ayman Kari;fr FRA;MF;Lorient;fr Ligue 1;18;2004;14;12;893;9.9;1;1;2;1;0;0;1;0;0.6;0.6;0.8;1.5;22;37;53;0.10;0.10;0.20;0.10;0.20;0.06;0.08;0.15;0.06;0.15
1310;Michael Kayode;it ITA;DF;Fiorentina;it Serie A;19;2004;26;22;2,058;22.9;1;1;2;1;0;0;2;0;0.5;0.5;1.1;1.6;45;80;102;0.04;0.04;0.09;0.04;0.09;0.02;0.05;0.07;0.02;0.07
1314;Kévin Keben Biakolo;cm CMR;DF;Toulouse;fr Ligue 1;19;2004;8;7;521;5.8;0;0;0;0;0;0;1;0;0.0;0.0;0.1;0.1;5;13;10;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.00;0.01
1325;Aljoscha Kemlein;de GER;MF;Union Berlin;de Bundesliga;18;2004;2;0;29;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.14;0.00;0.14;0.14;0.14
1332;Abdukodir Khusanov;uz UZB;DF;Lens;fr Ligue 1;19;2004;11;9;809;9.0;0;0;0;0;0;0;5;0;0.2;0.2;0.1;0.2;5;23;1;0.00;0.00;0.00;0.00;0.00;0.02;0.01;0.03;0.02;0.03
1352;Luca Koleosho;it ITA;MF,FW;Burnley;eng Premier League;18;2004;15;13;974;10.8;1;1;2;1;0;0;0;0;2.0;2.0;1.3;3.3;53;19;82;0.09;0.09;0.18;0.09;0.18;0.18;0.12;0.30;0.18;0.30
